item_id	level	deck_id	source_position	pattern	meaning	usage	example_jp	example_vi	tags	status
N4-GRAMMAR-0077	N4	n4_grammar_core	76	thể ngắn（Aな／Nな）+ のを（忘れました、見ました、知っていますか...）	việc ~	dùng để danh từ hóa thành phần đứng trước	先生に言うのを忘れてしまいました。	Tôi đã quên mất việc nói với giáo viên.	page-60,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0078	N4	n4_grammar_core	77	thể ngắn（Aな／Nの）+ 間	trong suốt ~, trong lúc ~	hành động, trạng thái ở vế sau diễn ra xuyên suốt trong khoảng thời gian	私がいない間、何か問題はありましたか。	Trong lúc tôi không có ở đây, đã có chuyện gì xảy ra hay không?	page-60,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0079	N4	n4_grammar_core	78	thể ngắn（Aな／Nの）+ 間に	trong lúc ~, trong khoảng ~	hành động vế sau mang tính thời điểm trong khoảng thời gian	出かけている間に、泥棒に入られました。	Trong lúc ra ngoài, nhà tôi đã bị tên trộm đột nhập vào.	page-60,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0080	N4	n4_grammar_core	79	thể ngắn（の）+ なら／（Aな／Nだ）+ なら	nếu ~	thường dùng để nêu lên một chủ đề, hoặc đưa ra lời khuyên nào đó	日本料理を食べるなら、あの店がいいです。 | 山へ登るなら、たくさん服が必要です。	Nếu ăn đồ ăn Nhật thì quán đó được đấy. | Nếu leo lên núi thì cần nhiều quần áo.	page-60,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0081	N4	n4_grammar_core	80	thể ngắn + ということだ	nghe nói ~, nghĩa là ~	dùng trích dẫn lại điều được nghe được hoặc giải thích định nghĩa lại những gì được nói trước đó	今日、田中さんは会社を休むということだ。 | この店は10時に開く。あと30分待たなければならないということだ。	Thấy bảo là hôm nay Tanaka sẽ nghỉ làm. | Cửa hàng mở lúc 10 giờ. Tức là phải chờ thêm 30 phút nữa.	page-60,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0082	N4	n4_grammar_core	81.1	từ để hỏi + か	~ không?		今日の会議は何時までかわかりますか。 | 彼女が何が好きかわかりません。	Bạn có biết cuộc họp hôm nay đến mấy giờ không? | Tôi không biết cô ấy thích gì.	page-60,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0083	N4	n4_grammar_core	81.2	〜かどうか	có ~ hay không		明日までにこのレポートが終わるかどうかわかりません。	Tôi không biết liệu cho đến ngày mai có thể làm xong báo cáo này hay không.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0084	N4	n4_grammar_core	82	Vる／Nまで	cho đến trước ~, cho đến trước khi ~	một trạng thái hay hành động kéo dài cho đến khi ~	彼が帰るまで、私も会社で仕事をします。	Tôi cũng sẽ làm việc ở công ty cho đến khi anh ấy về.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0085	N4	n4_grammar_core	83	Vる／Nまでに	cho đến trước ~, cho đến trước khi ~	một hành động nào đó được thực hiện tại 1 thời điểm trước khi ~	社長が来るまでに、いすを並べておいてください。	Hãy xếp sẵn ghế trước khi giám đốc đến.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0086	N4	n4_grammar_core	84	Vる／Nの予定だ	có kế hoạch ~, dự định ~		来月、大学院の試験を受ける予定です。 | 次の試験は2月6日の予定です。	Tháng sau, tôi dự định tham dự kỳ thi cao học. | Kì thi lần sau dự kiến vào ngày 6 tháng 2.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0087	N4	n4_grammar_core	85	Vる／Vた／Nのとおり／Nどおり	đúng như ~		先生の言うとおりにしてください。 | 私が書いたとおりに読んでください。 | この本のとおりに料理を作りました。	Hãy làm y lời thầy giáo nói. | Hãy đọc theo đúng như những gì tôi đã viết. | Tôi đã nấu ăn theo đúng cuốn sách này.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0088	N4	n4_grammar_core	86	Vる／Nのために	để ~		日本に留学するために、毎日勉強しています。 | 健康のために、週4回運動しています。	Để đi du học Nhật Bản, tôi học bài mỗi ngày. | Vì sức khỏe, tôi tập thể dục 4 lần một tuần.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0089	N4	n4_grammar_core	87	Vる／Vない／Aい／Aな／Nのはずだ	chắc chắn ~		山本さんはもう知っているはずです。 | 明日は大丈夫なはずです。 | 今、彼はとても嬉しいはずです。 | これは石川さんの荷物のはずだ。	Chắc chắn Yamamoto đã biết rồi. | Ngày mai chắc chắn sẽ ổn. | Bây giờ chắc chắn anh ấy đang rất vui. | Đây chắc hẳn là đồ của Ishikawa.	page-61,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0090	N4	n4_grammar_core	88	Vる／Vない／Aい／Aなだ／Nだと、〜	cứ/ hễ/ nếu ~, thì ...		天気がいいと、東京タワーが見えます。 | これを使わないと、開けられません。 | 音がうるさいと、寝られません。 | ゆっくりだと、多分間に合わないでしょう。	Hễ thời tiết đẹp thì có thể nhìn thấy tháp Tokyo. | Nếu không dùng cái này thì không thể mở được. | Nếu âm thanh ồn ào là tôi sẽ không ngủ được. | Nếu cứ đi chậm thì có lẽ sẽ không kịp đâu.	page-62,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0091	N4	n4_grammar_core	89	Vる／Aい／Aなだ／Nだといい	nên ~; mong ~	dùng để khuyên bảo; khi kết hợp cùng「なあ」diễn tả mong muốn, ao ước của người nói	インターネットで調べるといいですよ。 | 明日のテストは簡単だといいなあ。 | 新しい先生は優しい人だといいなあ。	Bạn cứ tra trên mạng là được. | Bài kiểm tra ngày mai mà đề thi thật tốt. | Giáo viên mới mà là người dễ tính thì thật tốt nhỉ.	page-62,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0092	N4	n4_grammar_core	90	Vた／Aい／Aな／Nのまま	vẫn cứ ~, vẫn để ~	diễn tả tình trạng kéo dài liên tục, không thay đổi	エアコンをつけたまま、でかけてしまいました。 | 昨日寝られなかったので、今朝眠いまま出勤した。 | 疲れてスーツのまま寝てしまった。	Tôi cứ bật nguyên điều hoà như thế mà đi ra ngoài. | Vì hôm qua không ngủ được nên sáng nay tôi đã đi làm với trạng thái buồn ngủ. | Vì mệt nên tôi đã cứ mặc vest mà đi ngủ.	page-62,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0093	N4	n4_grammar_core	91	お + Vます + になる／ご + Nします + になる	cách nói kính ngữ	Cách nói kính ngữ（尊敬語）	今朝のニュースをお読みになりましたか。 | 明日の会議にはご参加になりますか。	Bạn đã đọc tin tức sáng nay chưa? | Bạn có tham dự buổi họp ngày mai không ạ?	page-63,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0094	N4	n4_grammar_core	92	お + Vます + ください／ご + Nします + ください	cách nói kính ngữ dùng khi yêu cầu, đề nghị	Cách nói kính ngữ（尊敬語）	このペンをお使いください。 | こちらにお名前をご記入ください。	Xin hãy sử dụng chiếc bút này. | Vui lòng điền tên vào đây.	page-63,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0095	N4	n4_grammar_core	93	Vられます	cách nói kính ngữ	Cách nói kính ngữ（尊敬語）	今朝の新聞はもう読まれましたか。	Bạn đã đọc báo sáng nay chưa?	page-63,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
N4-GRAMMAR-0096	N4	n4_grammar_core	94	お + Vます + します／ご + Nします + します	cách nói khiêm nhường ngữ	Cách nói khiêm nhường ngữ（謙譲語）	新しいプロジェクトについてお話しします。 | それでは、新しい製品をご紹介します。	Tôi xin phép nói về dự án mới. | Vậy tôi xin giới thiệu sản phẩm mới.	page-63,te-form,ngữ-pháp-kết-hợp-cùng-động-từ-thể-te	ready
